Dependency,Ecosystem - Type,Repos,Vulns (H/M/L),License,Sponsor,Parent
"commander@14.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cyclonedx-npm@6.0.0"
"libxmljs2@0.37.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cyclonedx-npm@6.0.0, cyclonedx-library@10.1.0"
"normalize-package-data@8.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"cyclonedx-npm@6.0.0"
"packageurl-js@2.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cyclonedx-npm@6.0.0, cyclonedx-library@10.1.0"
"spdx-expression-parse@4.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cyclonedx-npm@6.0.0, cyclonedx-library@10.1.0, third-party-notices@3.0.0"
"xmlbuilder2@4.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cyclonedx-npm@6.0.0, cyclonedx-library@10.1.0"
"idb@8.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"async-storage@3.1.1"
"cli-config-android@20.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-platform-android@20.1.0"
"cli-tools@20.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-platform-android@20.1.0, cli@20.1.0, cli-config-android@20.1.0, cli-platform-apple@20.1.0, cli-clean@20.1.0, cli-config@20.1.0, cli-doctor@20.1.0, cli-server-api@20.1.0, cli-config-apple@20.1.0"
"execa@5.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-platform-android@20.1.0, cli@20.1.0, cli-tools@20.1.0, cli-platform-apple@20.1.0, cli-clean@20.1.0, cli-doctor@20.1.0, cli-config-apple@20.1.0, jest-changed-files@29.7.0"
"logkitty@0.7.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-platform-android@20.1.0"
"picocolors@1.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"cli-platform-android@20.1.0, cli@20.1.0, code-frame@7.29.7, cli-config-android@20.1.0, cli-tools@20.1.0, cli-platform-apple@20.1.0, cli-clean@20.1.0, cli-config@20.1.0, cli-doctor@20.1.0, launch-editor@2.14.1, cli-config-apple@20.1.0, update-browserslist-db@1.2.3"
"cli-platform-apple@20.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-platform-ios@20.1.0, cli-doctor@20.1.0"
"cli-clean@20.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@20.1.0"
"cli-config@20.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@20.1.0, cli-doctor@20.1.0"
"cli-doctor@20.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@20.1.0"
"cli-server-api@20.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@20.1.0"
"deepmerge@4.3.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@20.1.0, cli-config@20.1.0, cli-doctor@20.1.0, jest-config@29.7.0"
"find-up@5.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@20.1.0, babel-loader@10.1.1, eslint@8.57.1, cli-tools@20.1.0, tools-workspaces@0.2.3"
"graceful-fs@4.2.11","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"cli@20.1.0, webpack@5.108.4, enhanced-resolve@5.24.3, core@29.7.0, watchpack@2.5.2, node-gyp@11.5.0, metro@0.84.4, jest-message-util@29.7.0, jest-util@29.7.0, reporters@29.7.0, transform@29.7.0, jest-config@29.7.0, jest-haste-map@29.7.0, jest-resolve@29.7.0, jest-runner@29.7.0, jest-runtime@29.7.0, jest-snapshot@29.7.0, create-jest@29.7.0, metro-file-map@0.84.4, test-sequencer@29.7.0, babel-jest@29.7.0, source-map@29.6.3"
"prompts@2.4.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@20.1.0, react-native-test-app@5.4.5, cli-tools@20.1.0, create-jest@29.7.0"
"plugin-proposal-export-default-from@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"plugin-syntax-dynamic-import@7.8.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"plugin-syntax-export-default-from@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"plugin-syntax-nullish-coalescing-operator@7.8.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0, babel-preset-current-node-syntax@1.2.0"
"plugin-syntax-optional-chaining@7.8.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0, babel-preset-current-node-syntax@1.2.0"
"plugin-transform-flow-strip-types@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"plugin-transform-react-display-name@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"plugin-transform-react-jsx-self@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"plugin-transform-react-jsx-source@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"plugin-transform-react-jsx@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"plugin-transform-runtime@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"plugin-transform-typescript@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0, babel-preset-metro-react-native@4.0.0, preset-typescript@7.29.7"
"babel-plugin-codegen@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"babel-plugin-syntax-hermes-parser@0.36.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0, react-native@0.86.0"
"babel-plugin-transform-flow-enums@0.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0"
"react-refresh@0.14.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset@0.86.0, react-native@0.86.0"
"eslint-parser@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0, eslint-plugin-ft-flow@2.0.3"
"eslint-plugin@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0"
"eslint-plugin@8.65.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0, eslint-plugin-jest@29.15.5"
"parser@8.65.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0, eslint-plugin@8.65.0"
"eslint-config-prettier@8.10.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0"
"eslint-plugin-eslint-comments@3.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0"
"eslint-plugin-ft-flow@2.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0"
"eslint-plugin-jest@29.15.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0"
"eslint-plugin-react-hooks@7.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0"
"eslint-plugin-react-native@5.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0"
"eslint-plugin-react@7.37.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-config@0.86.0"
"js-polyfills@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-config@0.86.0, react-native@0.86.0"
"metro-babel-transformer@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-config@0.86.0"
"metro-config@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-config@0.86.0, community-cli-plugin@0.86.0, metro@0.84.4"
"metro-runtime@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-config@0.86.0, react-native@0.86.0, metro-config@0.84.4, metro@0.84.4"
"color@4.2.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"bottom-tabs@7.18.13, drawer@7.13.4, elements@2.9.35, material-top-tabs@7.6.12, native-stack@7.18.5, react-native-drawer-layout@4.2.9"
"sf-symbols-typescript@2.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"bottom-tabs@7.18.13, native-stack@7.18.5"
"fast-deep-equal@3.1.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"devtools@7.1.10, native@7.3.13, react-navigation-plugin@1.13.0, rhf-plugin@1.13.0, tanstack-query-plugin@1.13.0, eslint@8.57.1, ajv@8.20.0, core@7.21.10, ajv-keywords@5.1.0"
"nanoid@3.3.16","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"devtools@7.1.10, native@7.3.13, core@7.21.10, routers@7.6.4"
"stacktrace-parser@0.1.11","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"devtools@7.1.10, react-native@0.86.0"
"react-native-drawer-layout@4.2.9","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"drawer@7.13.4"
"use-latest-callback@0.2.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"drawer@7.13.4, elements@2.9.35, native@7.3.13, react-native-paper@5.15.3, react-native-drawer-layout@4.2.9, react-native-tab-view@4.3.2, core@7.21.10"
"use-sync-external-store@1.6.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"elements@2.9.35, core@7.21.10, react-redux@9.3.0"
"react-native-pager-view@8.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"material-top-tabs@7.6.12, react-native-tab-view@4.3.2"
"react-native-tab-view@4.3.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"material-top-tabs@7.6.12"
"warn-once@0.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"native-stack@7.18.5, react-native-screens@4.26.2"
"core@7.21.10","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"native@7.3.13, react-navigation-plugin@1.13.0"
"escape-string-regexp@4.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"native@7.3.13, eslint@8.57.1, core@7.21.10, chrome-launcher@0.15.2, chromium-edge-launcher@0.3.0"
"standard-navigation@0.0.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"native@7.3.13"
"console@3.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-metro-react-native@4.0.0, cli@2.0.2, metro-resolver-symlinks@0.3.1, config@0.9.0, metro-plugin-cyclic-dependencies-detector@3.0.0, metro-plugin-duplicates-checker@4.0.0, metro-plugin-typescript@0.6.1, metro-serializer-esbuild@0.4.1, third-party-notices@3.0.0"
"babel-plugin-const-enum@1.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-metro-react-native@4.0.0"
"align-deps@4.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"config@0.9.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"metro-plugin-cyclic-dependencies-detector@3.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"metro-plugin-duplicates-checker@4.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"metro-plugin-typescript@0.6.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"metro-serializer-esbuild@0.4.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"metro-serializer@2.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"third-party-notices@3.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"tools-android@0.2.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"tools-apple@0.2.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"tools-filesystem@0.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2, tools-react-native@2.3.8"
"tools-language@3.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"tools-node@3.0.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2, metro-config@2.2.4, metro-resolver-symlinks@0.3.1, config@0.9.0, metro-plugin-cyclic-dependencies-detector@3.0.0, metro-plugin-duplicates-checker@4.0.0, metro-plugin-typescript@0.6.1, metro-serializer-esbuild@0.4.1, third-party-notices@3.0.0, tools-react-native@2.3.8, tools-packages@0.1.3, typescript-service@2.0.3"
"tools-react-native@2.3.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2, metro-config@2.2.4, metro-resolver-symlinks@0.3.1, react-native-test-app@5.4.5, metro-plugin-typescript@0.6.1, metro-serializer-esbuild@0.4.1, metro-serializer@2.0.3"
"types-bundle-config@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2, config@0.9.0, metro-plugin-typescript@0.6.1, tools-react-native@2.3.8, types-kit-config@1.0.0"
"types-kit-config@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2, align-deps@4.0.2, config@0.9.0, types-node@1.0.0"
"types-node@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2, align-deps@4.0.2, config@0.9.0, tools-node@3.0.5, tools-packages@0.1.3"
"ora@5.4.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2, cli-tools@20.1.0, cli-doctor@20.1.0"
"qrcode@1.5.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli@2.0.2"
"tools-workspaces@0.2.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-config@2.2.4, tools-packages@0.1.3"
"enhanced-resolve@5.24.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-resolver-symlinks@0.3.1, webpack@5.108.4"
"agent-bridge@1.13.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"controls-plugin@1.13.0, file-system-plugin@1.13.0, mmkv-plugin@1.13.0, network-activity-plugin@1.13.0, react-navigation-plugin@1.13.0, redux-devtools-plugin@1.13.0, sqlite-plugin@1.13.0, storage-plugin@1.13.0, tanstack-query-plugin@1.13.0"
"agent-shared@1.13.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"controls-plugin@1.13.0, file-system-plugin@1.13.0, mmkv-plugin@1.13.0, network-activity-plugin@1.13.0, react-navigation-plugin@1.13.0, redux-devtools-plugin@1.13.0, storage-plugin@1.13.0, tanstack-query-plugin@1.13.0, agent-bridge@1.13.0, middleware@1.13.0"
"plugin-bridge@1.13.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"controls-plugin@1.13.0, file-system-plugin@1.13.0, mmkv-plugin@1.13.0, network-activity-plugin@1.13.0, overlay-plugin@1.13.0, performance-monitor-plugin@1.13.0, react-navigation-plugin@1.13.0, redux-devtools-plugin@1.13.0, require-profiler-plugin@1.13.0, rhf-plugin@1.13.0, sqlite-plugin@1.13.0, storage-plugin@1.13.0, tanstack-query-plugin@1.13.0, agent-bridge@1.13.0"
"middleware@1.13.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@1.13.0, web@1.13.0"
"tools@1.13.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@1.13.0, redux-devtools-plugin@1.13.0, require-profiler-plugin@1.13.0, web@1.13.0, middleware@1.13.0"
"tslib@2.8.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","0BSD",No,"metro@1.13.0, web@1.13.0, agent-bridge@1.13.0, agent-shared@1.13.0, plugin-bridge@1.13.0, middleware@1.13.0, runtime@1.13.0"
"nanoevents@9.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"mmkv-plugin@1.13.0, network-activity-plugin@1.13.0, require-profiler-plugin@1.13.0"
"react-native-mmkv@4.3.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"mmkv-plugin@1.13.0, storage-plugin@1.13.0"
"react-native-performance@6.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"performance-monitor-plugin@1.13.0"
"instrument@2.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"redux-devtools-plugin@1.13.0, core@4.1.1"
"utils@3.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"redux-devtools-plugin@1.13.0"
"jsan@3.1.14","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"redux-devtools-plugin@1.13.0, utils@3.1.1, serialize@0.4.2"
"lodash@4.18.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"rhf-plugin@1.13.0, eslint-plugin-ft-flow@2.0.3, instrument@2.2.0"
"react-hook-form@7.83.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"rhf-plugin@1.13.0"
"react-query@5.101.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"tanstack-query-plugin@1.13.0"
"babel-plugin-component-annotate@5.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@8.20.0"
"browser@10.67.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@8.20.0, react@10.67.0"
"cli@3.6.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","FSL-1.1-MIT",No,"react-native@8.20.0, expo-upload-sourcemaps@8.20.0"
"core@10.67.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@8.20.0, browser@10.67.0, react@10.67.0, browser-utils@10.67.0, feedback@10.67.0, replay-canvas@10.67.0, replay@10.67.0"
"expo-upload-sourcemaps@8.20.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@8.20.0"
"react@10.67.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@8.20.0"
"expect@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jest@29.5.14, jest-snapshot@29.7.0, jest-circus@29.7.0, globals@29.7.0, expect@29.7.0"
"csstype@3.2.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react@19.2.17"
"eslint-utils@4.10.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, utils@8.65.0"
"regexpp@4.12.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, eslint-plugin@8.65.0"
"eslintrc@2.1.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1"
"js@8.57.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1"
"config-array@0.13.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"eslint@8.57.1"
"module-importer@1.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"eslint@8.57.1"
"fs.walk@1.2.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, fast-glob@3.3.3"
"structured-clone@1.3.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"eslint@8.57.1"
"chalk@4.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, ora@5.4.1, core@29.7.0, types@29.6.3, jest-cli@29.7.0, jest-validate@29.7.0, log-symbols@4.1.0, jest-matcher-utils@29.7.0, jest-message-util@29.7.0, jest-util@29.7.0, console@29.7.0, reporters@29.7.0, transform@29.7.0, jest-config@29.7.0, jest-resolve@29.7.0, jest-runner@29.7.0, jest-runtime@29.7.0, jest-snapshot@29.7.0, jest-watcher@29.7.0, create-jest@29.7.0, jest-diff@29.7.0, babel-jest@29.7.0, jest-circus@29.7.0, jest-each@29.7.0"
"cross-spawn@7.0.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, execa@5.1.1, debugger-shell@0.86.0, foreground-child@3.3.1"
"doctrine@3.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"eslint@8.57.1"
"espree@9.6.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"eslint@8.57.1, eslintrc@2.1.4"
"esquery@1.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"eslint@8.57.1"
"esutils@2.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"eslint@8.57.1, preset-modules@0.1.6-no-external-plugins, doctrine@3.0.0"
"file-entry-cache@6.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1"
"glob-parent@6.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"eslint@8.57.1"
"globals@13.24.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, eslintrc@2.1.4"
"graphemer@1.4.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1"
"imurmurhash@0.1.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, write-file-atomic@4.0.2, unique-slug@5.0.0"
"is-glob@4.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, glob-parent@6.0.2"
"is-path-inside@3.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1"
"js-yaml@4.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, xmlbuilder2@4.0.3, eslintrc@2.1.4, cosmiconfig@9.0.2, read-yaml-file@2.1.0"
"json-stable-stringify-without-jsonify@1.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1"
"levn@0.4.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, optionator@0.9.4"
"lodash.merge@4.6.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, config@0.9.0"
"natural-compare@1.4.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, eslint-plugin@8.65.0, jest-snapshot@29.7.0"
"optionator@0.9.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1"
"strip-ansi@6.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1, ora@5.4.1, core@29.7.0, reporters@29.7.0, cliui@8.0.1, string-width@4.2.3, string-length@4.0.2, wrap-ansi@7.0.0, cliui@8.0.2"
"text-table@0.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint@8.57.1"
"core@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jest@29.7.0, jest-cli@29.7.0"
"types@29.6.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jest@29.7.0, core@29.7.0, jest-cli@29.7.0, jest-validate@29.7.0, jest-message-util@29.7.0, jest-util@29.7.0, console@29.7.0, reporters@29.7.0, test-result@29.7.0, transform@29.7.0, jest-config@29.7.0, jest-haste-map@29.7.0, jest-runner@29.7.0, jest-runtime@29.7.0, jest-snapshot@29.7.0, jest-watcher@29.7.0, create-jest@29.7.0, jest-circus@29.7.0, jest-environment-node@29.7.0, environment@29.7.0, fake-timers@29.7.0, globals@29.7.0, jest-mock@29.7.0, jest-each@29.7.0"
"import-local@3.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jest@29.7.0, jest-cli@29.7.0"
"jest-cli@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jest@29.7.0"
"invariant@2.2.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native-gesture-handler@3.1.0, react-native@0.86.0, codegen@0.86.0, community-cli-plugin@0.86.0, virtualized-lists@0.86.0, metro-source-map@0.84.4, metro@0.84.4, dev-middleware@0.86.0, metro-symbolicate@0.84.4, metro-file-map@0.84.4"
"web-streams-polyfill@4.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native-nitro-fetch@1.5.3"
"react-theme-provider@3.0.9","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native-paper@5.15.3"
"react-native-is-edge-to-edge@1.3.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native-reanimated@4.5.3"
"react-freeze@1.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native-screens@4.26.2"
"css-select@5.2.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"react-native-svg@15.15.5"
"css-tree@1.1.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native-svg@15.15.5"
"react-native-host@0.5.21","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native-test-app@5.4.5"
"fast-xml-builder@1.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native-test-app@5.4.5"
"preset-typescript@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native-worklets@0.11.1"
"assets-registry@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
