Dependency,Ecosystem - Type,Repos,Vulns (H/M/L),License,Sponsor,Parent
"plugin-syntax-class-static-block@7.14.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-current-node-syntax@1.2.0"
"plugin-syntax-import-meta@7.10.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-current-node-syntax@1.2.0"
"plugin-syntax-json-strings@7.8.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-current-node-syntax@1.2.0"
"plugin-syntax-logical-assignment-operators@7.10.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-current-node-syntax@1.2.0"
"plugin-syntax-numeric-separator@7.10.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-current-node-syntax@1.2.0"
"plugin-syntax-object-rest-spread@7.8.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-current-node-syntax@1.2.0"
"plugin-syntax-optional-catch-binding@7.8.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-current-node-syntax@1.2.0"
"plugin-syntax-private-property-in-object@7.14.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-current-node-syntax@1.2.0"
"plugin-syntax-top-level-await@7.14.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-current-node-syntax@1.2.0"
"entities@4.5.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"dom-serializer@2.0.0"
"fb-dotslash@0.5.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","(MIT OR Apache-2.0)",No,"debugger-shell@0.86.0"
"is-wsl@2.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"chrome-launcher@0.15.2, chromium-edge-launcher@0.3.0"
"lighthouse-logger@1.4.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"chrome-launcher@0.15.2, chromium-edge-launcher@0.3.0"
"mkdirp@1.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"chromium-edge-launcher@0.3.0"
"is-docker@2.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"is-wsl@2.2.0"
"unicode-canonical-property-names-ecmascript@2.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"unicode-match-property-ecmascript@2.0.0"
"unicode-property-aliases-ecmascript@2.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"unicode-match-property-ecmascript@2.0.0"
"discontinuous-range@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"randexp@0.4.6"
"http-proxy-agent@7.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"agent@3.0.0"
"socks-proxy-agent@8.0.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"agent@3.0.0"
"fs@4.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"cacache@19.0.1"
"fs-minipass@3.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"cacache@19.0.1"
"minipass-collect@2.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"cacache@19.0.1"
"p-map@7.0.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cacache@19.0.1"
"unique-filename@4.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"cacache@19.0.1"
"minipass-sized@1.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"minipass-fetch@4.0.1"
"err-code@2.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"promise-retry@2.0.1"
"retry@0.12.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"promise-retry@2.0.1"
"mimic-response@3.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"decompress-response@6.0.0"
"fs-constants@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"tar-stream@2.2.0"
"is-arrayish@0.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"error-ex@1.3.4"
"balanced-match@4.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"brace-expansion@5.0.7"
"possible-typed-array-names@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"available-typed-arrays@1.0.7, typed-array-length@1.0.8"
"es-abstract-get@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-to-primitive@1.3.4"
"is-date-object@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-to-primitive@1.3.4, which-builtin-type@1.2.1"
"is-symbol@1.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-to-primitive@1.3.4, which-boxed-primitive@1.1.1"
"is-document.all@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"function.prototype.name@1.2.0"
"isarray@2.0.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"safe-array-concat@1.1.4, safe-push-apply@1.0.0, which-builtin-type@1.2.1"
"for-each@0.3.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"typed-array-byte-length@1.0.3, typed-array-byte-offset@1.0.4, typed-array-length@1.0.8, which-typed-array@1.1.22"
"reflect.getprototypeof@1.0.10","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"typed-array-byte-offset@1.0.4, typed-array-length@1.0.8"
"has-bigints@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"unbox-primitive@1.1.0, is-bigint@1.1.0"
"which-boxed-primitive@1.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"unbox-primitive@1.1.0, which-builtin-type@1.2.1"
"to-regex-range@5.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"fill-range@7.1.1"
"get-package-type@0.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"load-nyc-config@1.1.0"
"babel__generator@7.27.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel__core@7.20.5"
"babel__template@7.4.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel__core@7.20.5"
"babel__traverse@7.28.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel__core@7.20.5, babel-plugin-jest-hoist@29.6.3"
"babel-plugin-jest-hoist@29.6.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-preset-jest@29.6.3"
"node-int64@0.4.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"bser@2.1.1"
"tmpl@1.0.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"makeerror@1.0.12"
"commons@3.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"fake-timers@10.3.0"
"marky@1.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"lighthouse-logger@1.4.2"
"socks@2.8.9","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"socks-proxy-agent@8.0.5"
"foreground-child@3.3.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,Unknown
"jackspeak@3.4.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BlueOak-1.0.0",No,Unknown
"package-json-from-dist@1.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BlueOak-1.0.0",No,Unknown
"path-scurry@1.11.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BlueOak-1.0.0",No,Unknown
"unique-slug@5.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"unique-filename@4.0.0"
"which-builtin-type@1.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"reflect.getprototypeof@1.0.10"
"is-bigint@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"which-boxed-primitive@1.1.1"
"is-boolean-object@1.2.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"which-boxed-primitive@1.1.1"
"is-number-object@1.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"which-boxed-primitive@1.1.1"
"is-number@7.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"to-regex-range@5.0.1"
"esprima@4.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,Unknown
"type-detect@4.0.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"commons@3.0.1"
"ip-address@10.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"socks@2.8.9"
"smart-buffer@4.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"socks@2.8.9"
"cliui@8.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"jackspeak@3.4.3"
"parseargs@0.11.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jackspeak@3.4.3"
"p-try@2.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"is-async-function@2.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"which-builtin-type@1.2.1"
"is-finalizationregistry@1.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"which-builtin-type@1.2.1"
"is-generator-function@1.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"which-builtin-type@1.2.1"
"which-collection@1.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"which-builtin-type@1.2.1"
"sprintf-js@1.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,Unknown
"async-function@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"is-async-function@2.1.1"
"generator-function@2.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"is-generator-function@1.1.2"
"is-map@2.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"which-collection@1.0.2"
"is-weakmap@2.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"which-collection@1.0.2"
"is-weakset@2.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"which-collection@1.0.2"
"eastasianwidth@0.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
